True Neutrino Energy Bin Index,Reco Neutrino Energy Bin Index,Relative Number of Events
23,29,9.080577251901335
23,30,6.722516046321001
23,31,8.514123602646551
23,32,6.526903179735405
23,33,5.852841459796831
23,34,1.5421061288564228
23,35,2.4130994572711586
23,36,1.5892638993071713
23,37,2.099728343362109
23,38,1.3234178071137332
23,39,0.33525175779732314
23,40,1.4543171162268302
23,41,0.3413779439538109
23,42,0.6197379992352059
23,43,0.9720545120983953
23,44,0.19611630479661815
23,45,1.290483540176499
23,46,0.5627685443311087
23,47,0.0
23,48,0.3206197342653831
23,49,0.3413779439538109
23,50,0.0
23,51,0.0
23,52,0.0
23,53,0.0
23,54,0.0
23,55,0.0
23,56,0.0
23,57,0.27836005528139496
23,58,0.2764913930509461
23,59,0.0
24,0,0.0
24,1,0.2064681713103449
24,2,1.4273612493391843
24,3,3.75969954818589
24,4,24.02768015659506
24,5,51.470164987210886
24,6,85.78823260969332
24,7,114.95204391574488
24,8,147.46692450925167
24,9,200.5469324763735
24,10,226.12583527770087
24,11,239.60763343862237
24,12,245.72195590713622
24,13,255.17279696166494
24,14,264.4949139598283
24,15,256.545405122627
24,16,256.49898665808513
24,17,228.60905638525844
24,18,225.14769203096694
24,19,225.27551047989868
24,20,184.94826267445032
24,21,157.85639170885202
24,22,122.01974654333178
24,23,110.05048624438024
24,24,77.98933113727308
24,25,57.1851755486522
24,26,43.579184161189055
24,27,31.351046021482624
24,28,20.628449027697904
24,29,15.627155855251596
24,30,9.86975107427268
24,31,6.011647651257187
24,32,7.585435443118919
24,33,3.7089860820998686
24,34,4.809288302082187
24,35,3.0189818089303904
24,36,1.6744995416694413
24,37,2.797839258925439
24,38,0.8463588035784658
24,39,0.5374942487504291
24,40,0.7415064020307633
24,41,0.0
24,42,0.00643792982892835
24,43,0.9332984130921282
24,44,0.3019867449318821
24,45,0.6312624137524234
24,46,0.0
24,47,0.13364600464477927
24,48,0.3171772526456671
24,49,0.39540070992633514
24,50,0.41035501601463525
24,51,0.19611630479661815
24,52,0.0
24,53,0.0
24,54,0.0
24,55,0.0
24,56,0.0
24,57,0.0
24,58,0.0
24,59,0.0
25,0,0.27836005528139496
25,1,0.22592653449333655
25,2,0.0
25,3,4.7967884003685
25,4,24.859398963084324
25,5,39.84861422174811
25,6,73.19305099647264
25,7,91.01752394070067
25,8,136.29132686453406
25,9,164.45198952210498
25,10,204.983547732861
25,11,222.7425763758458
25,12,210.58243006727224
25,13,259.24267248515207
25,14,246.08530001866976
25,15,237.57239079394355
25,16,223.90761026606512
25,17,232.39740820323053
25,18,212.83448244447806
25,19,196.14501506110938
25,20,164.25640500299593
25,21,147.7620639349526
25,22,121.44580667755397
25,23,110.33610992064544
25,24,86.04833831878035
25,25,77.59519075127466
25,26,53.500433993787794
25,27,28.374262201513236
25,28,16.603112611141484
25,29,24.85513322903366
25,30,12.181641910371345
25,31,10.200202624668465
25,32,9.322533450558716
25,33,5.931982726819677
25,34,5.720551865998332
25,35,3.3515322153604687
25,36,3.0739455630489756
25,37,2.8688340393140375
25,38,4.792479375744408
25,39,2.3003925503485996
25,40,0.45695952460046235
25,41,2.46742646619761
25,42,0.948252785278491
25,43,0.589382207069555
25,44,0.24766045810436035
25,45,0.0
25,46,2.079444590960842
25,47,0.001780040752420903
25,48,2.746836593219352
25,49,0.37148616717614047
25,50,0.0
25,51,0.0
25,52,0.2800363736859026
25,53,0.0
25,54,0.0
25,55,0.9790160738191087
25,56,0.0
25,57,0.0
25,58,0.0
25,59,0.0
26,0,0.0
26,1,0.0
26,2,1.5793324735558214
26,3,3.1255492325475496
26,4,21.98859689479517
26,5,34.44920155690494
26,6,66.4301973942915
26,7,108.2765525837102
26,8,142.38720162140922
26,9,140.360190413918
26,10,195.34903552554616
26,11,191.82335562267818
26,12,200.0708529607737
26,13,225.0452457838075
26,14,233.06723778675598
26,15,227.39838883917588
26,16,225.24571416202463
26,17,216.817181851632
26,18,202.67328049003328
26,19,194.2926878653008
26,20,172.44587691187834
26,21,167.23731541393522
26,22,122.93287570976929
26,23,88.4976176065531
26,24,84.94624672544504
26,25,78.10555843123956
26,26,66.28870878689291
26,27,45.998643453772296
26,28,32.51103118998958
26,29,27.818801064250895
26,30,22.931822514233417
26,31,14.851891797442226
26,32,11.107911482223576
26,33,4.420562280067557
26,34,4.297769513987321
26,35,4.9481844053895445
26,36,4.94903706819863
26,37,3.9589052227881005
26,38,1.922617200665783
26,39,1.9862519498200724
26,40,1.7037534084003714
26,41,0.38744284220783687
26,42,0.27836005528139496
26,43,0.7764747128355378
26,44,0.9643406798983375
26,45,0.3413779439538109
26,46,0.4744763600780131
26,47,0.7868564575647599
26,48,0.0
26,49,0.7143055022876856
26,50,0.2517461768527698
26,51,2.1319962752484476
26,52,0.3413779439538109
26,53,0.0
26,54,0.0
26,55,0.22021808867509174
26,56,0.0
26,57,0.0
26,58,0.0
26,59,0.0
27,0,0.0
27,1,0.4010300669792796
27,2,0.655159237692172
27,3,3.0822038025026113
27,4,17.35669402360372
27,5,42.426632111252076
27,6,54.14762856369021
27,7,82.9103543274585
27,8,107.02707924622972
27,9,129.77825553328566
27,10,164.3674048332744
27,11,176.09182543691858
27,12,195.77957669483393
27,13,199.8357808517336
27,14,202.21550733592156
27,15,196.99917587852485
27,16,205.81771242607033
27,17,188.85462863986345
27,18,198.25657356523405
27,19,168.12008372869587
27,20,151.73761746534578
27,21,144.39831493367438
27,22,122.55280870641548
27,23,111.25465141914641
27,24,89.11900161273158
27,25,84.37056710191442
27,26,55.287279881144826
27,27,55.81390025931437
27,28,33.97628665603362
27,29,24.967279760202956
27,30,14.088418478882627
27,31,9.24911748115556
27,32,10.91895230503009
27,33,10.06583223822421
27,34,5.914940597257248
27,35,4.242456701039215
27,36,2.9737485668662207
27,37,1.7596114070498192
27,38,0.9381811873148551
27,39,3.105698753479402
27,40,1.6664224105156151
27,41,1.5625386958318757
27,42,1.805961930209232
27,43,0.7195885487454499
27,44,0.6608638447239454
27,45,0.908672065554742
27,46,0.24491163889990214
27,47,0.43969401463429914
27,48,0.0
27,49,0.9222420588944718
27,50,0.28934070955123586
27,51,0.0
27,52,0.0
27,53,0.6779286728364865
27,54,0.19611630479661815
27,55,0.0
27,56,0.0
27,57,0.0
27,58,0.22127745610759655
27,59,0.0
28,0,0.0
28,1,0.19611630479661815
28,2,0.4342647110447232
28,3,2.369559820024127
28,4,18.65442279466941
28,5,34.5886579892903
28,6,54.6729578422855
28,7,69.73725309522636
28,8,94.71663230186408
28,9,134.13089739348658
28,10,131.84549429971645
28,11,166.14261799080296
28,12,170.7796832033195
28,13,182.4223066223651
28,14,195.73470927372426
28,15,201.43563611480278
28,16,185.76387423895136
28,17,187.1460199419296
28,18,156.21618694361123
28,19,154.1578155450758
28,20,153.60808347622162
28,21,136.67342171536
28,22,123.60160781044843
28,23,102.64828664490712
28,24,88.66176107814282
28,25,71.3714057813552
28,26,64.7674217792161
28,27,47.041395545292154
28,28,40.39665343684734
28,29,32.363162171140225
28,30,23.461474872961766
28,31,20.364625010635056
28,32,9.565465289848035
28,33,6.4621750022049405
28,34,7.78723856149396
28,35,5.8318660209615825
28,36,4.86826832906604
28,37,2.5436395232785247
28,38,1.9997960247072808
28,39,0.8428064182350068
28,40,1.3668990340168263
28,41,0.9611159431890168
28,42,1.6672765684648039
28,43,0.6786955021609054
28,44,0.0
28,45,1.164458095800206
28,46,0.3413779439538109
28,47,0.27836005528139496
28,48,0.5553959756092208
28,49,0.3413779439538109
28,50,0.6853416242754934
28,51,0.3413779439538109
28,52,0.0
28,53,1.9329812700951423
28,54,0.0
28,55,0.0
28,56,0.0
28,57,0.3399133386816318
28,58,0.0
28,59,0.0
29,0,0.3358471308656439
29,1,0.6243178041949707
29,2,0.0
29,3,2.611538097612812
29,4,7.202776715062998
29,5,32.09552863402885
29,6,40.31487661482185
29,7,60.18373906874361
29,8,82.10838895600799
29,9,115.41238247258168
29,10,105.78053114584128
29,11,129.073435186538
29,12,145.9392291294273
29,13,159.85063547182827
29,14,172.72204517404165
29,15,162.4786977944103
29,16,184.05222451582117
29,17,159.16127487142586
29,18,157.58118003868327
29,19,141.95302918099168
29,20,137.63368664279164
29,21,128.96748700795717
29,22,130.25506128179507
29,23,111.04406809664655
29,24,86.67817826933067
29,25,71.47867946000949
29,26,49.35224395499652
29,27,54.46416562182962
29,28,55.305514457200964
29,29,36.60860718878642
29,30,31.2790889491813
29,31,27.516902268926042
29,32,14.452539158637693
29,33,5.679410846022953
29,34,9.478931752428567
29,35,4.9308839651975855
29,36,2.5782205569578185
29,37,2.9099061423485195
29,38,1.4903451224208322
29,39,3.330059615903577
29,40,1.1492859479229867
29,41,1.5123687037427895
29,42,1.3484596106530327
29,43,2.0196787967528897
29,44,0.5768548933917065
29,45,0.5942481658954277
29,46,1.76952355568128
29,47,0.2787043236708019
29,48,0.3590376202696795
29,49,0.32061316401070605
29,50,0.0
29,51,0.27862892453978844
29,52,0.0
29,53,0.27836005528139496
29,54,0.16898230465842262
29,55,0.0
29,56,0.0
29,57,0.0
29,58,0.0
29,59,0.0
30,0,0.0
30,1,0.0
30,2,0.0
30,3,3.5107128043878406
30,4,10.333123964912243
30,5,21.309502604980306
30,6,31.74875010453235
30,7,51.62316064084531
30,8,68.9785500462948
30,9,93.93642329914967
30,10,109.11592129018472
30,11,104.61540243676897
30,12,141.20733359761596
30,13,130.6002144981463
30,14,153.32635357400514
30,15,151.79185801265754
30,16,150.27442565698206
30,17,143.9744942392668
30,18,135.81061957277663
30,19,134.86973920413314
30,20,123.72288574027662
30,21,114.53766571992314
30,22,106.76899181441699
30,23,88.45296590021925
30,24,86.51918238935406
30,25,77.7435592078631
30,26,58.34267617038144
30,27,42.20173070003184
30,28,37.38157812790482
30,29,32.880621169652116
30,30,29.64786783970914
30,31,23.955824833953297
30,32,13.67002318166833
30,33,13.570674305110987
30,34,6.375709534361599
30,35,10.218602929475683
30,36,4.210993586782588
30,37,3.058776207913221
30,38,3.378957156272164
30,39,2.11899231394079
30,40,4.194725870537532
30,41,1.9481107419987893
30,42,4.539819517583636
30,43,0.6913627672598566
30,44,0.34941504565926834
30,45,0.857435720361275
30,46,0.38727945008783626
30,47,0.3922326095932363
30,48,0.6316013031168259
30,49,0.0
30,50,0.0
30,51,0.0
30,52,0.0
30,53,0.0
30,54,0.0
30,55,0.0
30,56,0.19611630479661815
30,57,0.0
30,58,0.0
30,59,0.27836005528139496
31,0,0.27836005528139496
31,1,0.40314594406401055
31,2,0.6938944727885036
31,3,1.8708103644532497
31,4,6.622855196027517
31,5,15.54791662139674
31,6,32.69894762790316
31,7,40.17258025371277
31,8,78.84724628838615
31,9,85.58643493992926
31,10,102.9987402813969
31,11,101.10997174676201
31,12,119.95608237750484
31,13,122.70274671129994
31,14,118.39114609700788
31,15,122.14942206553452
31,16,130.44064478875478
31,17,130.86697824649553
31,18,138.9672482346918
31,19,116.44649193547684
31,20,122.2386618648796
31,21,109.12098101697616
31,22,99.9918265036972
31,23,89.56508908937587
31,24,82.25222641362245
31,25,75.64554109274584
31,26,60.244449209395114
31,27,49.58602356551336
31,28,38.109655450222675
31,29,33.39401242302785
31,30,32.822287542984114
31,31,28.4014531946932
31,32,11.623466392474565
31,33,13.404235551753432
31,34,12.033447151420466
31,35,10.843299696144143
31,36,4.373164068771406
31,37,2.8268269201983465
31,38,3.7012238174315186
31,39,0.9516375710144565
31,40,1.2830305280009406
31,41,1.2166401282474497
31,42,2.421085612351774
31,43,1.650934469876009
31,44,0.6784065735218942
31,45,1.1302187603303397
31,46,0.40306357652954444
31,47,3.1595110261899275e-16
31,48,0.3436911701850068
31,49,0.0
31,50,0.315676779029578
31,51,0.0
31,52,0.0
31,53,0.19611630479661815
31,54,0.0
31,55,0.19611630479661815
31,56,0.19611630479661815
31,57,0.0
31,58,0.0
31,59,0.0
32,0,0.0
32,1,0.19611630479661815
32,2,0.19611630479661815
32,3,1.1773652356604871
32,4,9.783094994730067
32,5,18.318323254536146
32,6,29.237448525459463
32,7,42.4850765390573
32,8,50.20512883429063
32,9,59.972740883451664
32,10,76.94788821193242
32,11,83.27065511929622
32,12,96.69556352076437
32,13,96.43045946626056
32,14,100.14436036408814
32,15,93.19032886112551
32,16,103.83613092576778
32,17,100.50448524505217
32,18,100.27437071637632
32,19,112.73097989611023
32,20,101.96570016630564
32,21,103.99852743241433
32,22,88.65007471623001
32,23,78.96393265041237
32,24,71.06021458799506
32,25,64.77824168789759
32,26,51.390828522063465
32,27,44.38882639756837
32,28,35.20676346217233
32,29,29.481150376373016
32,30,27.337559700091933
32,31,27.869935240081062
32,32,20.08350430614745
32,33,11.852778964574654
32,34,12.07144126270818
32,35,5.515532020311891
32,36,5.09854567132866
32,37,5.1232651116939
32,38,4.262990531831978
32,39,2.2286040918164116
32,40,1.8546378526705336
32,41,1.0403536043314512
32,42,0.0
32,43,1.9890237423152632
32,44,0.3413779439538109
32,45,2.322465661102091e-06
32,46,1.4289450562743424
32,47,0.815854304031824
32,48,1.2658756065901526
32,49,0.9409735644062086
32,50,0.741930832022538
32,51,0.19611630479661815
32,52,0.3159836895624456
32,53,0.6240608286154341
32,54,0.0
32,55,0.0
32,56,0.0
32,57,0.0
32,58,0.0
32,59,0.0
33,0,0.0
33,1,0.0
33,2,0.38551880334320143
33,3,0.9955293028783976
33,4,7.607858287044856
33,5,10.362400460475667
33,6,22.22316631127191
33,7,28.51217712395161
33,8,48.966690713049154
33,9,59.78243289818393
33,10,58.95289814030446
33,11,74.40056247886326
33,12,80.63253098357725
33,13,93.51952894565414
33,14,92.26104388309827
33,15,93.03475081168969
33,16,88.40539696176003
33,17,77.38378529379906
33,18,93.27399733001059
33,19,87.65872343030067
33,20,87.97546664139698
33,21,77.68540408203154
33,22,84.63577287701887
33,23,67.36290051987802
33,24,58.573860585231344
33,25,63.315528092888414
33,26,53.746640861866844
33,27,39.80218428352253
33,28,36.76303882168144
33,29,30.020065038567633
33,30,28.795608087365995
33,31,20.62040345846583
33,32,12.479606788261885
33,33,16.408624910782947
33,34,9.312705134381758
33,35,6.979836079583413
33,36,8.290054971496918
33,37,3.91733517473849
33,38,4.238571083280244
33,39,1.1887411932461445
33,40,2.4934711980386517
33,41,0.7912014265596207
33,42,1.282687268027614
33,43,1.4065585549111639
33,44,1.190876369887505
33,45,1.1626631104503793
33,46,1.3187640385205357
33,47,0.48844007588674476
33,48,0.3232394076276674
33,49,0.3413779439538109
33,50,1.3206117739595493
33,51,0.0
33,52,0.19611630479661815
33,53,0.0
33,54,0.0
33,55,0.31506956140162423
33,56,0.0
33,57,0.0
33,58,0.27836005528139496
33,59,0.0
34,0,0.0
34,1,0.0
34,2,0.09031632187515284
34,3,1.2870277440100617
34,4,4.60704224059705
34,5,13.653061123247301
34,6,21.19002971645626
34,7,31.605407969703876
34,8,31.429447237426807
34,9,40.799882805311526
34,10,53.62196438930135
34,11,58.322224307784175
34,12,71.93393566900284
34,13,73.0439496991653
34,14,68.18623378911536
34,15,84.19237013896667
34,16,77.12021305747163
34,17,83.95096087091287
34,18,71.91409262992036
34,19,76.53943040737154
34,20,74.80479835625982
34,21,75.69212098504141
34,22,55.594023720595814
34,23,61.727939916160054
34,24,51.78991477358841
34,25,45.29482146584522
34,26,54.28658202996914
34,27,41.95252301863761
34,28,30.992010312826572
34,29,32.14951956251827
34,30,29.919200014726556
34,31,23.786401523526916
34,32,15.748608871488827
34,33,22.686982804557008
34,34,12.639608022216418
34,35,9.481000816168981
34,36,7.010890311054551
34,37,4.427918295865842
34,38,6.2841202644631
34,39,2.485525384212487
34,40,2.1931286574442206
34,41,2.364611293700453
34,42,2.052280779769696
34,43,0.3413779439538109
34,44,1.0309126984624664
34,45,0.6375833418676724
34,46,0.19644236596660272
34,47,0.0
34,48,0.07270380621504874
34,49,0.0
34,50,0.27836005528139496
34,51,0.6197379992352059
34,52,0.0
34,53,0.0
34,54,0.0
34,55,0.0
34,56,0.27836005528139496
34,57,0.0
34,58,0.0
34,59,0.0
35,0,0.0
35,1,0.5745930563693831
35,2,0.0
35,3,0.8983949891520964
35,4,4.627298699206495
35,5,5.679438302782299
35,6,10.016859283736403
35,7,26.065150065051657
35,8,27.68960770840727
35,9,41.210032617275466
35,10,45.255908065245585
35,11,50.714709157832424
35,12,69.16805902136394
35,13,46.82665401528603
35,14,61.75819325430936
35,15,59.124551132620724
35,16,67.33525579239256
35,17,72.25501107981704
35,18,73.28872353725163
35,19,66.10982083149908
35,20,55.6859815112587
35,21,58.374947619471584
35,22,66.65229347853666
35,23,50.40997954896032
35,24,39.40770131841181
35,25,55.46296644523355
35,26,53.54456043203843
35,27,52.55059226618032
35,28,32.99495640238375
35,29,25.67799891228997
35,30,18.61029566553768
35,31,17.544826153661365
35,32,17.58926056702102
35,33,14.337396247509425
35,34,14.175725051048124
35,35,12.997944223516662
35,36,5.885524260701221
35,37,5.783596864451936
35,38,6.102436132009502
35,39,6.621578569384079
35,40,3.2899500563848996
35,41,2.4836866725426305
35,42,1.5436943142163706
35,43,0.7561854406878197
35,44,0.5541535135760405
35,45,3.35093387644135
35,46,0.19611630479661815
35,47,0.27836005528139496
35,48,0.3935423941684994
35,49,0.31361428317376794
35,50,0.0
35,51,0.6197379992352059
35,52,0.28420462864765156
35,53,0.6827558879076218
35,54,0.0
35,55,0.0
35,56,0.0
35,57,0.27836005528139496
35,58,0.0
35,59,0.0
36,0,0.0
36,1,0.0
36,2,0.35895100045856004
36,3,1.6417297624772247
36,4,3.410822545249988
36,5,7.736911930590989
36,6,11.7628916861553
36,7,18.68883788663119
36,8,21.103352593346237
36,9,35.677120146862286
36,10,44.797076388384134
36,11,41.07561758764492
36,12,41.319704294306305
36,13,53.117252830555756
36,14,46.7632425406421
36,15,55.628413391055865
36,16,52.65971734703408
36,17,50.84523862658404
36,18,49.31911490577038
36,19,52.85798400715746
36,20,52.78882251422817
36,21,50.094890860878095
36,22,49.74057445651905
36,23,53.74973828841232
36,24,40.5609436794261
36,25,35.56604572285653
36,26,33.52524031156274
36,27,28.62670563070274
36,28,34.922578612566085
36,29,23.027194419868483
36,30,20.39661539168116
36,31,16.002356367145165
36,32,15.302659327464365
36,33,19.815475351374527
36,34,9.995199768113448
36,35,8.782994234450452
36,36,8.852994187746864
36,37,8.197912469078634
36,38,3.0516891204537275
36,39,4.769539284875445
36,40,3.1584007611033567
36,41,3.509998079697437
36,42,0.19611630479661815
36,43,0.6847610409085106
36,44,0.0
36,45,1.0861692596120254
36,46,1.120882408221186
36,47,0.3413779439538109
36,48,0.4744763600780131
36,49,0.0
36,50,0.5982776229536296
36,51,0.6630693045914274
36,52,0.0
36,53,0.0
36,54,0.0
36,55,0.0
36,56,0.0
36,57,0.0
36,58,0.3413779439538109
36,59,0.0
37,0,0.0
37,1,0.27836005528139496
37,2,0.0
37,3,2.173364042276683
37,4,1.5291521943926354
37,5,6.8610076241844755
37,6,14.535094095729363
37,7,22.876737683401718
37,8,26.044848917851432
37,9,21.818303158269188
37,10,25.850611524878275
37,11,31.792831221935963
37,12,36.15201211379295
37,13,41.746587607728756
37,14,43.40785106675897
37,15,44.45577268895221
37,16,39.18162702702405
37,17,46.209413732237444
37,18,43.85366552029033
37,19,37.748515796157726
37,20,39.69632444085063
37,21,39.30995696463746
37,22,43.3444109382914
37,23,34.07682730308912
37,24,32.68444470477859
37,25,36.90559745826091
37,26,32.15503911880227
37,27,31.617870795412365
37,28,28.49344225094194
37,29,22.165810065557874
37,30,24.3796215260221
37,31,10.734921858696767
37,32,13.829190305592777
37,33,8.243269782158846
37,34,12.908615400434604
37,35,8.79426141399021
37,36,5.2138262347129665
37,37,11.186079185728456
37,38,3.4084342144530013
37,39,2.3295808009252825
37,40,1.8278249128602662
37,41,2.3456850188723077
37,42,3.194309616936291
37,43,4.393169503768178
37,44,1.8570794378777307
37,45,0.3413779439538109
37,46,0.38802795896949804
37,47,0.27836005528139496
37,48,0.6827558879076218
37,49,0.5119279731457017
37,50,0.3413779439538109
37,51,0.0
37,52,0.0
37,53,0.0
37,54,0.3839260252150056
37,55,0.0
37,56,0.0
37,57,0.0
37,58,0.0
37,59,0.0
38,0,0.0
38,1,0.0
38,2,0.0
38,3,0.5567201105627899
38,4,1.0803626842113268
38,5,4.915523857217592
38,6,8.02660577186393
38,7,9.403921238601352
38,8,14.57993771820822
38,9,15.199404474327581
38,10,21.304211045791256
38,11,25.455298744112135
38,12,22.159704691236367
38,13,29.787334290875243
38,14,32.91370966168028
38,15,37.9293276796641
38,16,39.08646102134832
38,17,34.964430298389736
38,18,34.42903226871314
38,19,40.03072263775914
38,20,37.247327127763334
38,21,36.763498989258714
38,22,35.358058961523064
38,23,29.145301623520343
38,24,31.266120600299068
38,25,24.139266887779797
38,26,34.81733090323867
38,27,28.943104797439386
38,28,18.469703970125654
38,29,22.28070815937634
38,30,19.419727019138186
38,31,16.339560252587855
38,32,14.950785264320178
38,33,9.102439406708685
38,34,8.228248371286988
38,35,5.797950655869804
38,36,5.122492222616029
38,37,10.915176558253036
38,38,3.8397070616591416
38,39,3.9067581239454285
38,40,2.9816522440049544
38,41,2.4040715271010704
38,42,0.9985781917208196
38,43,2.611546266608386
38,44,1.781983886334883
38,45,1.2825921179266175
38,46,0.0
38,47,0.3066264854937092
38,48,0.0
38,49,0.0
38,50,0.0
38,51,0.0
38,52,0.0
38,53,0.7560009217960282
38,54,0.4744763600780131
38,55,0.0
38,56,0.3413779439538109
38,57,0.0
38,58,0.0
38,59,0.0
39,0,0.0
39,1,0.0
39,2,0.0
39,3,0.0
39,4,2.605439146822295
39,5,4.908890414945694
39,6,7.164366040897256
39,7,6.872104992505894
39,8,13.627360797464897
39,9,14.413584910753817
39,10,22.07300260847912
39,11,21.76868926377935
39,12,20.167274501216994
39,13,20.630121219436504
39,14,24.244801634424018
39,15,20.995461004667316
39,16,30.660569946979333
39,17,29.817278927806097
39,18,27.416473532083057
39,19,29.193034962164706
39,20,29.544118260925025
39,21,37.37470416108103
39,22,30.683496020257984
39,23,24.831782721698332
39,24,29.26985603014002
39,25,25.082058891642127
39,26,19.98165817744965
39,27,20.234080092228094
39,28,24.763000243647532
39,29,16.244022743755966
39,30,16.143441585507585
39,31,12.902537421752733
39,32,9.805032650645332
39,33,10.301643902721333
39,34,8.50470627926821
39,35,7.426589775070733
39,36,4.084848951054993
39,37,4.755611173256855
39,38,2.4440131000162157
39,39,1.470137519272531
39,40,3.587421059798811
39,41,1.713956143444991
39,42,0.6040266078994472
39,43,1.7457313712662814
39,44,1.353348552782253
39,45,0.920214143043248
39,46,0.6449379787671982
39,47,0.0
39,48,0.27836005528139496
39,49,0.0
39,50,0.49571016257332745
39,51,0.3413779439538109
39,52,0.5374942487504291
39,53,0.3413779439538109
39,54,0.19611630479661815
39,55,0.0
39,56,0.3413779439538109
39,57,0.0
39,58,0.2895053641154146
39,59,0.0
40,0,0.0
40,1,0.0
40,2,0.31833418158159854
40,3,0.5308141352170002
40,4,1.51754104471813
40,5,1.4195055900557534
40,6,2.8996404584248157
40,7,9.221117250735722
40,8,9.490669839330675
40,9,12.345757847215104
40,10,12.60551835081778
40,11,17.201386531840893
40,12,12.26979484772463
40,13,18.029581273642098
40,14,19.625886908534902
40,15,26.850922265338017
40,16,22.564237286697782
40,17,22.890806771050034
40,18,25.457709346827606
40,19,23.76689166220359
40,20,18.81169835499583
40,21,23.537548150415162
40,22,20.56188009810254
40,23,26.768398330118565
40,24,23.074900855484493
40,25,17.488392255513617
40,26,17.08071504062385
40,27,13.366815401318807
40,28,15.172479370745343
40,29,8.388191974736483
40,30,10.689366333861212
40,31,13.097613728560386
40,32,12.390417659883271
40,33,8.768482936230622
40,34,7.8493293491721055
40,35,7.685080162836612
40,36,3.3895086256110134
40,37,2.888215772358812
40,38,3.586672496263172
40,39,4.014720907895605
40,40,4.494509881999382
40,41,2.1995600269039257
40,42,1.568690719391232
40,43,0.5722325253824949
40,44,1.540575719664039
40,45,0.8981057731563944
40,46,0.27836005528139496
40,47,0.5374942487504291
40,48,0.8443538708754711
40,49,0.0
40,50,0.0
40,51,0.0
40,52,0.580234127536297
40,53,0.27836005528139496
40,54,0.27836005528139496
40,55,0.7816525192136092
40,56,0.0
40,57,0.0
40,58,0.0
40,59,0.0
41,0,0.0
41,1,0.0
41,2,0.0
41,3,0.3284329616681234
41,4,1.226605242960369
41,5,3.8344407393807383
41,6,2.96557221766519
41,7,5.424280283641008
41,8,8.74224280343177
41,9,7.344095122139317
41,10,9.825318221099684
41,11,17.166988477790476
41,12,15.684962270712754
41,13,14.18215297242466
41,14,14.668775175656206
41,15,19.28596199690318
41,16,23.390084453450914
41,17,22.95722352686427
41,18,18.26156862542711
41,19,21.15409076474719
41,20,16.845631970711892
41,21,17.610641079873343
41,22,22.91117368348608
41,23,22.34881502657372
41,24,19.715867865904336
41,25,12.640196552961394
41,26,15.747308228329512
41,27,14.291000832603709
41,28,15.529814650657583
41,29,10.760159005759608
41,30,15.73961370473462
41,31,7.306335827578188
41,32,12.591525987882395
41,33,6.569087665847689
41,34,3.636953021875976
41,35,4.604154726612654
41,36,4.305636740909452
41,37,3.8635838575440116
41,38,3.955165432656416
41,39,2.5907744987879777
41,40,2.557506286514086
41,41,2.3416565025614893
41,42,1.648474158372747
41,43,0.19611630479661815
41,44,0.9489527201560262
41,45,0.5374942487504291
41,46,0.022975409098372965
41,47,1.355539228052927
41,48,0.27836005528139496
41,49,0.5108909015829693
41,50,0.9611159431890168
41,51,0.0
41,52,0.4416110668312745
41,53,0.27836005528139496
41,54,0.3413779439538109
41,55,0.0
41,56,0.3413779439538109
41,57,0.0
41,58,0.0
41,59,0.0
42,0,0.0
42,1,0.0
42,2,0.0
42,3,0.09372637965822042
42,4,0.6855642842973019
42,5,2.792896910322911
42,6,1.7529786457516185
42,7,3.825915961838894
42,8,5.496637019200711
42,9,6.775357714052971
42,10,9.613299648432523
42,11,13.958671089604868
42,12,13.409407059089563
42,13,15.92994147522909
42,14,11.502824982204553
42,15,12.62934105031186
42,16,16.914450175201928
42,17,11.949237999082719
42,18,13.188592279984844
42,19,18.52476752233776
42,20,18.694812860270876
42,21,16.500248921679965
42,22,12.220122899034173
42,23,14.737024748237946
42,24,16.511872748248138
42,25,19.058907524635885
42,26,14.625600975204291
42,27,13.963414170678957
42,28,9.936399877271999
42,29,11.758889742595992
42,30,8.028486869680432
42,31,8.424953778349227
42,32,10.764192659200813
42,33,6.443355500488039
42,34,5.275049327312495
42,35,4.179959368252457
42,36,2.1593870328545526
42,37,1.498610191939446
42,38,2.6118788871119123
42,39,2.4629388620211254
42,40,4.149035150666949
42,41,1.4590269959720776
42,42,1.2190303940024554
42,43,0.5568967679586975
42,44,0.907133561564815
42,45,0.9646120609225519
42,46,0.6669837158588308
42,47,2.4090804581914482
42,48,0.6578208973853886
42,49,0.19611630479661815
42,50,0.019039388869344163
42,51,0.3836543018811963
42,52,0.0
42,53,0.27836005528139496
42,54,0.0
42,55,0.0
42,56,4.1577822863846366e-22
42,57,0.0
42,58,0.0
42,59,0.0
43,0,0.0
43,1,0.0
43,2,0.0
43,3,0.19611630479661815
43,4,0.19611630479661815
43,5,1.6694965045886807
43,6,1.879918282871085
43,7,3.7782536291470565
43,8,4.72292964917596
43,9,7.937784821345184
43,10,8.803067558587053
43,11,11.670111463045979
43,12,10.758935645418685
43,13,10.623449151132464
43,14,13.3410589941803
43,15,8.204762123156613
43,16,9.698289460560241
43,17,11.491701318545642
43,18,10.567323590469329
43,19,13.965987779738283
43,20,15.37200443428847
43,21,10.118575514420316
43,22,12.160761570778813
43,23,16.92663759806705
43,24,12.585423867428933
43,25,15.116986447630843
43,26,12.494061781165549
43,27,9.690594423322283
43,28,10.438829471611218
